0.0,-40.98970032,
12.2070318E3,-42.98970032,
24.41406366E3,-54.989700317,
36.62109549E3,-60.589702606,
48.82812732E3,-66.989700317,
61.035159149E3,-65.789703369,
73.242190979E3,-60.989700317,
85.449222809E3,-66.989700317,
97.656254638E3,-65.789703369,
109.8632865E3,-63.789699554,
122.0703183E3,-66.989700317,
134.2773501E3,-66.989700317,
146.4843820E3,-65.789703369,
158.69141379E3,-66.989700317,
170.89844562E3,-66.989700317,
183.10547745E3,-66.989700317,
195.31250928E3,-65.789703369,
207.51954111E3,-65.789703369,
219.72657294E3,-59.789699554,
231.93360477E3,-59.789699554,
244.14063660E3,-66.989700317,
256.34766843E3,-60.589702606,
268.55470026E3,-60.589702606,
280.76173209E3,-63.789699554,
292.96876392E3,-65.789703369,
305.17579575E3,-66.989700317,
317.38282757E3,-63.389701843,
329.58985940E3,-58.989700317,
341.79689123E3,-66.989700317,
354.00392306E3,-66.989700317,
366.21095489E3,-65.789703369,
378.41798672E3,-65.789703369,
390.62501855E3,-66.989700317,
402.83205038E3,-66.989700317,
415.039082213E3,-66.989700317,
427.246114043E3,-66.989700317,
439.453145873E3,-65.789703369,
451.660177703E3,-63.789699554,
463.867209533E3,-65.789703369,
476.074241362E3,-66.989700317,
488.281273192E3,-66.989700317,
500.488305022E3,-59.789699554,
512.695336852E3,-66.989700317,
524.902399932E3,-66.989700317,
537.109400511E3,-65.789703369,
549.316401091E3,-66.989700317,
561.523464171E3,-66.989700317,
573.730527251E3,-63.389701843,
585.937527831E3,-62.989700317,
598.144528410E3,-65.789703369,
610.351591490E3,-66.989700317,
622.558654570E3,-65.789703369,
634.765655150E3,-63.789699554,
646.972655730E3,-60.589702606,
659.179718809E3,-58.989700317,
671.386781889E3,-58.989700317,
683.593782469E3,-62.989700317,
695.800783049E3,-66.989700317,
708.007846129E3,-66.989700317,
720.214909208E3,-65.789703369,
732.421909788E3,-66.989700317,
744.628910368E3,-66.989700317,
756.835973448E3,-65.789703369,
