0.0,-44.18970108,
1.2330334,-46.98970032,
2.4660668,-60.589702606,
3.69910026,-66.989700317,
4.93213367,-66.989700317,
6.16516685,-66.989700317,
7.398200512,-60.989700317,
8.631234169,-62.989700317,
9.864267349,-66.989700317,
11.0973005,-62.989700317,
12.3303337,-63.789699554,
13.5633678,-65.789703369,
14.7964010,-66.989700317,
16.0294342,-66.989700317,
17.2624683,-66.989700317,
18.4955006,-58.989700317,
19.7285347,-62.989700317,
20.96156883,-66.989700317,
22.19460106,-66.989700317,
23.42763519,-66.989700317,
24.66066742,-66.989700317,
25.89370155,-62.989700317,
27.12673569,-66.989700317,
28.35976791,-66.989700317,
29.59280205,-66.989700317,
30.82583618,-66.989700317,
32.05886841,-65.789703369,
33.29190063,-61.789699554,
34.52493668,-63.789699554,
35.75796890,-66.989700317,
36.99100113,-66.989700317,
38.22403717,-66.989700317,
39.45706940,-66.989700317,
40.69010162,-66.989700317,
41.92313766,-66.989700317,
43.15616989,-63.789699554,
44.38920212,-63.789699554,
45.62223816,-66.989700317,
46.85527039,-66.989700317,
48.08830261,-65.789703369,
49.32133484,-66.989700317,
50.55437088,-66.989700317,
51.78740311,-66.989700317,
53.02043533,-65.789703369,
54.25347137,-61.789699554,
55.486503601,-66.989700317,
56.719535828,-66.989700317,
57.952571869,-63.389701843,
59.185604095,-62.989700317,
60.418636322,-66.989700317,
61.651672363,-65.789703369,
62.884704590,-66.989700317,
64.117736816,-66.989700317,
65.350769043,-66.989700317,
66.583801270,-65.789703369,
67.816841125,-62.989700317,
69.049873352,-63.789699554,
70.282905579,-65.789703369,
71.515937805,-66.989700317,
72.748970032,-66.989700317,
73.982002258,-66.989700317,
75.215042114,-66.989700317,
76.448074341,-62.989700317,
77.681106567,-63.389701843,
78.914138794,-66.989700317,
80.147171021,-65.789703369,
81.380203247,-65.789703369,
82.613235474,-63.789699554,
83.846275330,-66.989700317,
85.079307556,-66.989700317,
86.312339783,-65.789703369,
87.545372009,-66.989700317,
88.778404236,-66.989700317,
90.011436462,-65.789703369,
91.244476318,-63.789699554,
92.477508545,-58.189701080,
93.710540771,-66.989700317,
