0.0,-44.18970108,
123.3033447,-48.18970108,
246.60668945,-66.989700317,
369.91003418,-63.389701843,
493.213378906,-65.789703369,
616.516723633,-66.989700317,
739.820068359,-66.989700317,
863.123413086,-66.989700317,
986.426757813,-66.989700317,
1.1097302E3,-66.989700317,
1.2330335E3,-66.989700317,
1.3563369E3,-66.989700317,
1.4796402E3,-66.989700317,
1.6029436E3,-66.989700317,
1.7262469E3,-66.989700317,
1.8495503E3,-66.989700317,
1.9728536E3,-65.789703369,
2.0961568E3,-63.389701843,
2.2194603E3,-62.989700317,
2.3427638E3,-66.989700317,
2.4660670E3,-65.789703369,
2.5893702E3,-62.989700317,
2.7126737E3,-61.789699554,
2.83597719E3,-61.789699554,
2.95928041E3,-58.189701080,
3.08258364E3,-65.789703369,
3.20588712E3,-66.989700317,
3.32919059E3,-66.989700317,
3.45249382E3,-66.989700317,
3.57579704E3,-66.989700317,
3.69910052E3,-66.989700317,
3.82240399E3,-66.989700317,
3.94570722E3,-65.789703369,
4.06901045E3,-65.789703369,
4.19231368E3,-66.989700317,
4.31561739E3,-65.789703369,
4.43892062E3,-66.989700317,
4.56222385E3,-66.989700317,
4.68552757E3,-66.989700317,
4.80883079E3,-66.989700317,
4.93213402E3,-66.989700317,
5.05543725E3,-66.989700317,
5.17874048E3,-65.789703369,
5.30204420E3,-66.989700317,
5.42534743E3,-66.989700317,
5.54865065E3,-66.989700317,
5.67195437E3,-66.989700317,
5.79525760E3,-66.989700317,
5.91856083E3,-66.989700317,
6.04186406E3,-66.989700317,
6.16516729E3,-66.989700317,
6.28847100E3,-66.989700317,
6.41177423E3,-66.989700317,
6.53507746E3,-66.989700317,
6.65838118E3,-66.989700317,
6.78168440E3,-66.989700317,
6.90498763E3,-66.989700317,
7.02829086E3,-66.989700317,
7.15159409E3,-66.989700317,
7.27489781E3,-66.989700317,
7.398201035E3,-66.989700317,
7.521504264E3,-66.989700317,
7.644807980E3,-65.789703369,
7.768111209E3,-66.989700317,
7.891414437E3,-62.989700317,
8.014717666E3,-66.989700317,
8.138020894E3,-66.989700317,
8.261324611E3,-65.789703369,
8.384627351E3,-66.989700317,
8.507931068E3,-66.989700317,
